ts_from,ts_to,deauth_count,probe_count,beacon_count,eviltwin_max_distinct_bssids,top_sender_deauth,top_sender_probe,top_sender_beacon,top_bssid_deauth_count,top_bssid_deauth_mac,deauth_reason_top,deauth_reason_distinct,top_channel,top_channel_beacon_count,top_channel_deauth_count
1608306260.4826,1608306261.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306261.4826,1608306262.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306262.4826,1608306263.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306263.4826,1608306264.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306264.4826,1608306265.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306265.4826,1608306266.4826,0,1,49,0,0,1,49,0,,,0,36,49,0
1608306266.4826,1608306267.4826,0,3,48,0,0,2,48,0,,,0,36,48,0
1608306267.4826,1608306268.4826,0,3,48,0,0,2,48,0,,,0,36,48,0
1608306268.4826,1608306269.4826,0,5,48,0,0,2,48,0,,,0,36,48,0
1608306269.4826,1608306270.4826,0,16,48,0,0,12,48,0,,,0,36,48,0
1608306270.4826,1608306271.4826,0,15,47,0,0,11,47,0,,,0,36,47,0
1608306271.4826,1608306272.4826,0,13,48,0,0,11,48,0,,,0,36,48,0
1608306272.4826,1608306273.4826,0,13,47,0,0,11,47,0,,,0,36,47,0
1608306273.4826,1608306274.4826,0,11,47,0,0,11,47,0,,,0,36,47,0
1608306274.4826,1608306275.4826,0,0,46,0,0,0,46,0,,,0,36,46,0
1608306275.4826,1608306276.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306276.4826,1608306277.4826,0,0,46,0,0,0,46,0,,,0,36,46,0
1608306277.4826,1608306278.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306278.4826,1608306279.4826,0,2,47,0,0,2,47,0,,,0,36,47,0
1608306279.4826,1608306280.4826,0,4,47,0,0,2,47,0,,,0,36,47,0
1608306280.4826,1608306281.4826,0,4,47,0,0,2,47,0,,,0,36,47,0
1608306281.4826,1608306282.4826,0,4,48,0,0,2,48,0,,,0,36,48,0
1608306282.4826,1608306283.4826,0,4,48,0,0,2,48,0,,,0,36,48,0
1608306283.4826,1608306284.4826,0,2,48,0,0,1,48,0,,,0,36,48,0
1608306284.4826,1608306285.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306285.4826,1608306286.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306286.4826,1608306287.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306287.4826,1608306288.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306288.4826,1608306289.4826,0,1,49,0,0,1,49,0,,,0,36,49,0
1608306289.4826,1608306290.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306290.4826,1608306291.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306291.4826,1608306292.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306292.4826,1608306293.4826,0,4,48,0,0,2,48,0,,,0,36,48,0
1608306293.4826,1608306294.4826,0,3,48,0,0,2,48,0,,,0,36,48,0
1608306294.4826,1608306295.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306295.4826,1608306296.4826,0,5,48,0,0,3,48,0,,,0,36,48,0
1608306296.4826,1608306297.4826,0,5,48,0,0,3,48,0,,,0,36,48,0
1608306297.4826,1608306298.4826,0,3,48,0,0,3,48,0,,,0,36,48,0
1608306298.4826,1608306299.4826,0,4,49,0,0,3,49,0,,,0,36,49,0
1608306299.4826,1608306300.4826,0,5,49,0,0,3,49,0,,,0,36,49,0
1608306300.4826,1608306301.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306301.4826,1608306302.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306302.4826,1608306303.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306303.4826,1608306304.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306304.4826,1608306305.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306305.4826,1608306306.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306306.4826,1608306307.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306307.4826,1608306308.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306308.4826,1608306309.4826,0,3,49,0,0,2,49,0,,,0,36,49,0
1608306309.4826,1608306310.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306310.4826,1608306311.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306311.4826,1608306312.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306312.4826,1608306313.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306313.4826,1608306314.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306314.4826,1608306315.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306315.4826,1608306316.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306316.4826,1608306317.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306317.4826,1608306318.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306318.4826,1608306319.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306319.4826,1608306320.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306320.4826,1608306321.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306321.4826,1608306322.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306322.4826,1608306323.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306323.4826,1608306324.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306324.4826,1608306325.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306325.4826,1608306326.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306326.4826,1608306327.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306327.4826,1608306328.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306328.4826,1608306329.4826,0,1,49,0,0,1,49,0,,,0,36,49,0
1608306329.4826,1608306330.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306330.4826,1608306331.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306331.4826,1608306332.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306332.4826,1608306333.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306333.4826,1608306334.4826,0,4,49,0,0,2,49,0,,,0,36,49,0
1608306334.4826,1608306335.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306335.4826,1608306336.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306336.4826,1608306337.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306337.4826,1608306338.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306338.4826,1608306339.4826,0,1,49,0,0,1,49,0,,,0,36,49,0
1608306339.4826,1608306340.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306340.4826,1608306341.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306341.4826,1608306342.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306342.4826,1608306343.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306343.4826,1608306344.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306344.4826,1608306345.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306345.4826,1608306346.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306346.4826,1608306347.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306347.4826,1608306348.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306348.4826,1608306349.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306349.4826,1608306350.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306350.4826,1608306351.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306351.4826,1608306352.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306352.4826,1608306353.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306353.4826,1608306354.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306354.4826,1608306355.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306355.4826,1608306356.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306356.4826,1608306357.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306357.4826,1608306358.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306358.4826,1608306359.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306359.4826,1608306360.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306360.4826,1608306361.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306361.4826,1608306362.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306362.4826,1608306363.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306363.4826,1608306364.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306364.4826,1608306365.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306365.4826,1608306366.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306366.4826,1608306367.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306367.4826,1608306368.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306368.4826,1608306369.4826,0,1,48,0,0,1,48,0,,,0,36,48,0
1608306369.4826,1608306370.4826,0,2,48,0,0,2,48,0,,,0,36,48,0
1608306370.4826,1608306371.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306371.4826,1608306372.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306372.4826,1608306373.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306373.4826,1608306374.4826,0,2,49,0,0,2,49,0,,,0,36,49,0
1608306374.4826,1608306375.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306375.4826,1608306376.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306376.4826,1608306377.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306377.4826,1608306378.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306378.4826,1608306379.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306379.4826,1608306380.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306380.4826,1608306381.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306381.4826,1608306382.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306382.4826,1608306383.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306383.4826,1608306384.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306384.4826,1608306385.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306385.4826,1608306386.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306386.4826,1608306387.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306387.4826,1608306388.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306388.4826,1608306389.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306389.4826,1608306390.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306390.4826,1608306391.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306391.4826,1608306392.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306392.4826,1608306393.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306393.4826,1608306394.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306394.4826,1608306395.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306395.4826,1608306396.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306396.4826,1608306397.4826,0,3,48,0,0,3,48,0,,,0,36,48,0
1608306397.4826,1608306398.4826,0,3,48,0,0,3,48,0,,,0,36,48,0
1608306398.4826,1608306399.4826,0,3,48,0,0,3,48,0,,,0,36,48,0
1608306399.4826,1608306400.4826,0,3,48,0,0,3,48,0,,,0,36,48,0
1608306400.4826,1608306401.4826,0,3,48,0,0,3,48,0,,,0,36,48,0
1608306401.4826,1608306402.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306402.4826,1608306403.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306403.4826,1608306404.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306404.4826,1608306405.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306405.4826,1608306406.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306406.4826,1608306407.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306407.4826,1608306408.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306408.4826,1608306409.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306409.4826,1608306410.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306410.4826,1608306411.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306411.4826,1608306412.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306412.4826,1608306413.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306413.4826,1608306414.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306414.4826,1608306415.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306415.4826,1608306416.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306416.4826,1608306417.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306417.4826,1608306418.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306418.4826,1608306419.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306419.4826,1608306420.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306420.4826,1608306421.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306421.4826,1608306422.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306422.4826,1608306423.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306423.4826,1608306424.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306424.4826,1608306425.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306425.4826,1608306426.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306426.4826,1608306427.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306427.4826,1608306428.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306428.4826,1608306429.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306429.4826,1608306430.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306430.4826,1608306431.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306431.4826,1608306432.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306432.4826,1608306433.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306433.4826,1608306434.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306434.4826,1608306435.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306435.4826,1608306436.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306436.4826,1608306437.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306437.4826,1608306438.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306438.4826,1608306439.4826,0,16,49,0,0,16,49,0,,,0,36,49,0
1608306439.4826,1608306440.4826,0,16,49,0,0,16,49,0,,,0,36,49,0
1608306440.4826,1608306441.4826,0,33,49,0,0,33,49,0,,,0,36,49,0
1608306441.4826,1608306442.4826,0,33,49,0,0,33,49,0,,,0,36,49,0
1608306442.4826,1608306443.4826,0,33,49,0,0,33,49,0,,,0,36,49,0
1608306443.4826,1608306444.4826,0,17,49,0,0,17,49,0,,,0,36,49,0
1608306444.4826,1608306445.4826,0,17,48,0,0,17,48,0,,,0,36,48,0
1608306445.4826,1608306446.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306446.4826,1608306447.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306447.4826,1608306448.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306448.4826,1608306449.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306449.4826,1608306450.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306450.4826,1608306451.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306451.4826,1608306452.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306452.4826,1608306453.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306453.4826,1608306454.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306454.4826,1608306455.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306455.4826,1608306456.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306456.4826,1608306457.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306457.4826,1608306458.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306458.4826,1608306459.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306459.4826,1608306460.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306460.4826,1608306461.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306461.4826,1608306462.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306462.4826,1608306463.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306463.4826,1608306464.4826,0,0,49,0,0,0,49,0,,,0,36,49,0
1608306464.4826,1608306465.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306465.4826,1608306466.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306466.4826,1608306467.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306467.4826,1608306468.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306468.4826,1608306469.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306469.4826,1608306470.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306470.4826,1608306471.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306471.4826,1608306472.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306472.4826,1608306473.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306473.4826,1608306474.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306474.4826,1608306475.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306475.4826,1608306476.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306476.4826,1608306477.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306477.4826,1608306478.4826,0,0,46,0,0,0,46,0,,,0,36,46,0
1608306478.4826,1608306479.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306479.4826,1608306480.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306480.4826,1608306481.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306481.4826,1608306482.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306482.4826,1608306483.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306483.4826,1608306484.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306484.4826,1608306485.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306485.4826,1608306486.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306486.4826,1608306487.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306487.4826,1608306488.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306488.4826,1608306489.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306489.4826,1608306490.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306490.4826,1608306491.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306491.4826,1608306492.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306492.4826,1608306493.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306493.4826,1608306494.4826,0,0,48,0,0,0,48,0,,,0,36,48,0
1608306494.4826,1608306495.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306495.4826,1608306496.4826,0,0,46,0,0,0,46,0,,,0,36,46,0
1608306496.4826,1608306497.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306497.4826,1608306498.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306498.4826,1608306499.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306499.4826,1608306500.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306500.4826,1608306501.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306501.4826,1608306502.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306502.4826,1608306503.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
1608306503.4826,1608306504.4826,0,0,47,0,0,0,47,0,,,0,36,47,0
